Time,Distance,Speed,Lap,Sector,Brake Times,Map Crashed,Car Crashed,Passed Circus,Circus entry,Passed Crosswalk,Crosswalk entry,Car Overturned
0,0,9,1,1,0,0,0,0,0,0,0,0
1,0,11,1,1,0,0,0,0,0,0,0,0
2,0,13,1,1,0,0,0,0,0,0,0,0
3,0,15,1,1,0,0,0,0,0,0,0,0
4,1,15,1,1,0,0,0,0,0,0,0,0
5,1,14,1,1,0,0,0,0,0,0,0,0
6,1,13,1,1,0,0,0,0,0,0,0,0
7,1,12,1,1,0,0,0,0,1,0,0,0
8,1,7,1,1,2,0,0,0,1,0,0,0
9,1,2,1,1,2,0,0,0,1,0,0,0
10,2,6,1,1,2,0,0,0,1,0,0,0
11,2,8,1,1,2,0,0,0,1,0,0,0
12,2,10,1,1,2,0,0,1,1,0,0,0
13,2,11,1,1,2,0,0,1,0,0,0,0
14,2,13,1,1,2,0,0,1,0,0,0,0
15,2,14,1,1,2,0,0,1,0,0,0,0
16,3,14,1,1,2,0,0,1,0,0,0,0
17,3,15,1,1,2,0,0,0,0,0,0,0
18,3,15,1,1,2,0,0,0,0,0,0,0
19,4,14,1,1,2,0,0,0,0,0,0,0
20,4,17,1,1,2,0,0,0,0,0,0,0
21,4,18,1,1,2,0,0,0,0,0,0,0
22,5,19,1,1,2,0,0,0,0,0,0,0
23,5,20,1,1,2,0,0,0,0,0,0,0
24,5,19,1,1,2,0,0,0,0,0,0,0
25,6,14,1,1,3,0,0,0,0,0,0,0
26,6,16,1,1,3,0,0,0,0,0,0,0
27,6,17,1,1,3,0,0,0,0,0,0,0
28,7,16,1,1,3,0,0,0,0,1,0,0
29,7,15,1,1,3,0,0,0,0,1,1,0
30,7,14,1,1,3,0,0,0,0,1,1,0
31,8,8,1,1,4,0,0,0,0,1,1,0
32,8,0,1,1,4,0,0,0,0,1,1,0
33,8,0,1,1,4,0,0,0,0,1,1,0
34,8,4,1,1,4,0,0,0,0,1,1,0
35,8,9,1,1,4,0,0,0,0,1,1,0
36,8,9,1,1,4,0,0,0,2,1,1,0
37,8,9,1,1,4,0,0,0,2,1,0,0
38,8,8,1,1,4,0,0,0,2,0,0,0
39,8,7,1,1,4,0,0,0,2,0,0,0
40,9,8,1,1,4,0,0,2,2,0,0,0
41,9,12,1,1,4,0,0,2,0,0,0,0
42,9,13,1,1,4,0,0,2,0,0,0,0
43,9,12,1,1,4,0,0,2,0,0,0,0
44,9,16,1,1,4,0,0,2,0,0,0,0
45,9,16,1,1,4,0,0,2,0,0,0,0
46,10,15,1,1,4,0,0,0,0,0,0,0
47,10,16,1,1,4,0,0,0,0,0,0,0
48,11,18,1,1,4,0,0,0,0,0,0,0
49,11,19,1,1,4,0,0,0,0,0,0,0
50,11,19,1,1,4,0,0,0,0,0,0,0
51,12,21,1,1,4,0,0,0,0,0,0,0
