Time,Distance,Speed,Lap,Sector,Brake Times,Map Crashed,Car Crashed,Passed Circus,Circus entry,Passed Crosswalk,Crosswalk entry,Car Overturned
0,0,14,1,1,0,0,0,0,0,0,0,0
1,0,25,1,1,0,0,0,0,0,0,0,0
2,1,35,1,1,0,0,0,0,0,0,0,0
3,1,36,1,1,0,0,0,0,1,0,0,0
4,2,27,1,1,1,0,0,0,1,0,0,0
5,2,25,1,1,1,0,0,1,0,0,0,0
6,3,31,1,1,1,0,0,1,0,0,0,0
7,4,1,1,1,1,0,0,0,0,0,0,0
8,3,3,1,1,1,0,0,0,0,0,0,0
9,3,3,1,1,1,0,0,0,0,0,0,0
10,3,6,1,1,1,0,1,0,0,0,0,0
11,4,13,1,1,1,0,1,0,0,0,0,0
12,4,24,1,1,1,0,1,0,0,0,0,0
13,4,34,1,1,1,0,1,0,0,0,0,0
14,5,45,1,1,1,0,1,0,0,0,0,0
15,6,55,1,1,1,0,1,0,0,0,0,0
16,7,59,1,1,1,0,1,0,0,1,1,0
17,8,44,1,1,2,0,1,0,2,0,0,0
18,10,42,1,1,2,0,1,2,0,0,0,0
19,10,1,1,1,3,0,1,2,0,0,0,0
20,10,7,1,1,3,0,1,2,0,0,0,0
21,9,5,1,1,3,0,1,2,0,0,0,0
22,9,5,1,1,3,0,1,2,0,0,0,0
23,9,13,1,1,3,0,1,2,0,0,0,0
24,9,21,1,1,3,0,1,2,0,0,0,0
25,10,29,1,1,3,0,1,0,0,0,0,0
26,11,37,1,1,3,0,1,0,0,0,0,0
27,11,45,1,1,3,0,1,0,0,0,0,0
28,12,54,1,1,3,0,1,0,0,0,0,0
29,13,30,1,2,4,0,1,0,3,0,0,0
30,14,15,1,2,4,0,1,3,0,0,0,0
31,14,15,1,2,4,0,1,3,0,0,0,0
32,14,4,1,2,4,0,1,3,0,0,0,0
33,14,0,1,2,4,0,3,3,0,0,0,0
34,14,0,1,2,4,0,3,3,0,0,0,0
35,14,5,1,2,4,0,3,3,0,0,0,0
36,14,3,1,2,4,0,3,3,0,0,0,0
37,14,6,1,2,4,0,3,3,0,0,0,0
38,14,14,1,2,4,0,3,3,0,0,0,0
39,14,22,1,2,4,0,3,3,0,0,0,0
40,15,29,1,2,4,0,3,0,0,0,0,0
41,16,37,1,2,4,0,3,0,0,0,0,0
42,16,45,1,2,4,0,3,0,0,0,0,0
43,17,53,1,2,4,0,3,0,0,0,0,0
44,18,56,1,2,5,0,3,0,4,0,0,0
45,19,0,1,2,5,0,3,0,4,0,0,0
46,19,7,1,2,5,0,3,0,4,0,0,0
47,19,1,1,2,5,0,3,0,4,0,0,0
48,19,9,1,2,5,0,3,0,4,0,0,0
49,20,18,1,2,5,0,3,4,0,0,0,0
50,20,26,1,2,5,0,3,4,0,0,0,0
51,20,25,1,2,5,0,3,4,0,0,0,0
52,20,19,1,2,5,0,3,4,0,0,0,0
53,20,2,1,2,5,0,4,4,0,0,0,0
54,19,3,1,2,5,0,4,4,0,0,0,0
55,19,6,1,2,5,0,4,4,0,0,0,0
56,19,14,1,2,5,0,4,4,0,0,0,0
57,19,23,1,2,5,0,4,4,0,0,0,0
58,20,29,1,2,5,0,4,0,0,0,0,0
59,21,36,1,2,5,0,4,0,0,0,0,0
60,22,44,1,2,5,0,4,0,0,0,0,0
61,22,52,1,2,5,0,4,0,0,2,2,0
62,23,57,1,2,5,0,4,0,0,0,0,0
63,25,59,1,3,5,0,4,5,0,0,0,0
64,25,2,1,3,5,1,4,5,0,0,0,0
65,25,2,1,3,5,1,4,5,0,0,0,0
66,25,1,1,3,6,1,4,5,0,0,0,0
67,25,9,1,3,6,1,4,5,0,0,0,0
68,25,20,1,3,6,1,4,5,0,0,0,0
69,26,31,1,3,6,1,4,0,0,0,0,0
70,27,41,1,3,6,1,4,0,0,0,0,0
71,28,49,1,3,6,1,4,0,0,0,0,0
72,28,47,1,3,6,1,4,0,0,0,0,0
73,30,43,1,3,6,1,4,0,0,0,0,0
74,30,30,1,3,6,1,4,0,0,0,0,0
75,30,24,1,3,6,1,4,0,0,0,0,0
76,31,23,1,3,6,1,4,0,0,0,0,0
77,32,33,1,3,6,1,4,0,0,0,0,0
78,32,44,1,3,6,1,4,0,0,0,0,0
79,33,54,1,3,6,1,4,0,0,0,0,0
80,34,64,1,3,6,1,4,0,0,0,0,0
81,36,74,1,3,6,1,4,0,0,0,0,0
82,37,64,1,3,7,1,4,0,0,0,0,0
83,38,4,1,3,7,1,4,0,0,0,0,0
84,38,2,1,3,7,1,4,0,0,0,0,0
85,38,9,1,3,7,1,4,0,0,0,0,0
86,38,2,1,3,7,1,4,0,0,0,0,0
87,37,6,1,3,7,1,4,0,0,0,0,0
88,39,14,1,3,7,1,4,0,0,0,0,0
89,39,16,1,3,7,1,4,0,0,0,0,0
90,39,27,1,3,7,1,4,0,0,0,0,0
91,39,37,1,3,7,1,4,0,0,0,0,0
92,40,48,1,3,7,1,4,0,0,0,0,0
