Time,Distance,Speed,Lap,Sector,Brake Times,Map Crashed,Car Crashed,Passed Circus,Circus entry,Passed Crosswalk,Crosswalk entry,Car Overturned
0,0,12,1,1,0,0,0,0,0,0,0,0
1,0,22,1,1,0,0,0,0,0,0,0,0
2,0,26,1,1,0,0,0,0,0,0,0,0
3,1,24,1,1,0,0,0,0,0,0,0,0
4,1,18,1,1,1,0,0,0,1,0,0,0
5,1,0,1,1,1,0,0,0,1,0,0,0
6,1,0,1,1,1,0,0,0,1,0,0,0
7,1,0,1,1,1,0,0,0,1,0,0,0
8,2,8,1,1,1,0,0,0,1,0,0,0
9,2,16,1,1,1,0,0,0,1,0,0,0
10,2,20,1,1,1,0,0,1,0,0,0,0
11,2,14,1,1,1,1,0,1,0,0,0,0
12,3,23,1,1,1,1,0,1,0,0,0,0
13,3,34,1,1,1,1,0,0,0,0,0,0
14,4,41,1,1,1,1,0,0,0,0,0,0
15,5,44,1,1,1,1,0,0,0,0,0,0
16,6,43,1,1,1,1,0,0,0,0,0,0
17,7,45,1,1,1,1,0,0,0,0,0,0
18,7,26,1,1,2,1,0,0,0,1,1,0
19,8,4,1,1,2,1,0,0,0,1,1,0
20,8,6,1,1,2,1,0,0,0,1,1,0
21,8,15,1,1,2,1,0,0,2,1,1,0
22,8,23,1,1,2,1,0,0,2,0,0,0
23,9,24,1,1,2,1,0,2,0,0,0,0
24,9,22,1,1,2,1,0,2,0,0,0,0
25,9,18,1,1,2,1,0,2,0,0,0,0
26,9,21,1,1,2,1,0,2,0,0,0,0
27,10,26,1,1,2,1,0,0,0,0,0,0
28,11,37,1,1,2,1,0,0,0,0,0,0
29,11,41,1,1,2,1,0,0,0,0,0,0
30,12,40,1,1,2,1,0,0,0,0,0,0
31,13,22,1,2,3,1,0,0,3,0,0,0
32,13,0,1,2,3,1,0,0,3,0,0,0
33,13,2,1,2,3,1,0,0,3,0,0,0
34,13,9,1,2,3,1,0,0,3,0,0,0
35,13,17,1,2,3,1,0,3,3,0,0,0
36,14,22,1,2,3,1,0,3,0,0,0,0
37,14,5,1,2,3,1,0,3,0,0,0,0
38,14,8,1,2,3,1,0,3,0,0,0,0
39,14,2,1,2,3,1,0,3,0,0,0,0
40,14,5,1,2,3,1,0,3,0,0,0,0
41,14,13,1,2,3,1,0,3,0,0,0,0
42,14,16,1,2,3,1,0,3,0,0,0,0
43,14,13,1,2,3,1,0,3,0,0,0,0
44,14,11,1,2,3,1,0,0,0,0,0,0
45,15,19,1,2,3,1,0,0,0,0,0,0
46,15,28,1,2,3,1,0,0,0,0,0,0
47,16,34,1,2,3,1,0,0,0,0,0,0
48,16,35,1,2,3,1,0,0,0,0,0,0
49,17,42,1,2,3,1,0,0,0,0,0,0
50,18,34,1,2,4,1,0,0,4,0,0,0
51,18,16,1,2,4,1,0,0,4,0,0,0
52,18,17,1,2,4,1,0,4,4,0,0,0
53,20,14,1,2,4,1,0,4,0,0,0,0
54,20,18,1,2,4,1,0,4,0,0,0,0
55,20,21,1,2,4,1,0,4,0,0,0,0
56,20,18,1,2,4,1,0,4,0,0,0,0
57,19,18,1,2,4,1,0,4,0,0,0,0
58,20,19,1,2,4,1,0,4,0,0,0,0
59,20,22,1,2,4,1,0,0,0,0,0,0
60,21,29,1,2,4,1,0,0,0,0,0,0
61,21,30,1,2,4,1,0,0,0,0,0,0
62,22,27,1,2,4,1,0,0,0,2,0,0
63,22,25,1,2,4,1,0,0,0,2,2,0
64,22,7,1,2,5,1,0,0,0,2,2,0
65,22,2,1,2,5,1,0,0,0,2,2,0
66,23,10,1,2,5,1,0,0,0,2,2,0
67,23,17,1,2,5,1,0,0,0,2,2,0
68,23,25,1,2,5,1,0,0,0,0,0,0
69,24,35,1,2,5,1,0,0,5,0,0,0
70,25,33,1,3,5,1,0,5,0,0,0,0
71,26,29,1,3,5,1,0,5,0,0,0,0
72,26,26,1,3,5,1,0,0,0,0,0,0
73,27,34,1,3,5,1,0,0,0,0,0,0
74,27,38,1,3,5,1,0,0,0,0,0,0
75,28,40,1,3,5,1,0,0,0,0,0,0
76,29,23,1,3,6,1,0,0,0,0,0,0
77,29,23,1,3,6,1,0,0,0,0,0,0
78,30,18,1,3,6,1,0,0,0,0,0,0
79,30,28,1,3,6,1,0,0,0,0,0,0
80,31,30,1,3,6,1,0,0,0,0,0,0
81,31,33,1,3,6,1,0,0,0,0,0,0
82,32,41,1,3,6,1,0,0,0,0,0,0
83,33,47,1,3,6,1,0,0,0,0,0,0
84,34,53,1,3,6,1,0,0,0,0,0,0
85,35,56,1,3,6,1,0,0,0,0,0,0
86,36,56,1,3,6,2,0,0,0,0,0,0
87,37,34,1,3,7,2,0,0,0,0,0,0
88,37,26,1,3,7,2,0,0,0,0,0,0
89,39,21,1,3,7,2,0,0,0,0,0,0
90,39,25,1,3,7,2,0,0,0,0,0,0
91,39,37,1,3,7,2,0,0,0,0,0,0
92,40,40,1,3,7,2,0,0,0,0,0,0
93,40,38,1,3,7,2,0,0,0,0,0,0
94,41,36,1,3,7,2,0,0,0,3,3,0
95,42,11,1,3,8,2,0,0,0,3,3,0
96,42,0,1,3,8,2,0,0,0,3,3,0
97,42,8,1,3,8,2,0,0,0,3,3,0
98,42,15,1,3,8,2,0,0,0,3,3,0
99,42,23,1,3,8,2,0,0,0,0,3,0
100,43,30,1,3,8,2,0,0,0,0,0,0
101,43,38,1,3,8,2,0,0,0,0,0,0
102,44,45,1,3,8,2,0,0,0,0,0,0
103,45,52,1,3,8,2,0,0,0,0,0,0
104,46,62,1,3,8,2,0,0,0,0,0,0
105,47,62,1,3,9,2,0,0,0,0,0,0
106,48,33,1,3,9,2,0,0,6,0,0,0
107,48,10,1,3,9,2,0,0,6,0,0,0
108,48,1,1,3,9,2,0,0,6,0,0,0
109,48,6,1,3,9,2,0,0,6,0,0,0
110,53,14,2,3,9,2,0,6,6,0,0,0
111,53,12,2,1,9,2,0,6,0,0,0,0
112,53,10,2,1,9,2,0,6,0,0,0,0
113,53,10,2,1,9,2,0,6,0,0,0,0
114,53,10,2,1,9,2,0,6,0,0,0,0
115,52,7,2,1,9,2,0,6,0,0,0,0
116,52,13,2,1,9,2,0,6,0,0,0,0
117,53,22,2,1,9,2,0,0,0,0,0,0
118,54,30,2,1,9,2,0,0,0,0,0,0
119,54,38,2,1,9,2,0,0,0,0,0,0
120,55,45,2,1,9,2,0,0,0,0,0,0
121,56,45,2,1,9,2,0,0,0,0,0,0
122,57,43,2,1,9,2,0,0,0,4,0,0
123,57,23,2,1,10,2,0,0,0,4,4,0
124,58,1,2,1,10,2,0,0,0,4,4,0
125,58,3,2,1,10,2,0,0,0,4,4,0
126,58,10,2,1,10,2,0,0,0,4,4,0
127,58,18,2,1,10,2,0,0,7,4,4,0
128,58,26,2,1,10,2,0,0,7,0,0,0
129,59,27,2,1,10,2,0,7,0,0,0,0
130,59,22,2,1,10,2,0,7,0,0,0,0
131,59,24,2,1,10,2,0,7,0,0,0,0
132,60,32,2,1,10,2,0,0,0,0,0,0
133,61,38,2,1,10,2,0,0,0,0,0,0
134,62,51,2,1,10,2,0,0,0,0,0,0
135,62,33,2,1,11,2,0,0,0,0,0,0
136,63,14,2,2,11,2,0,0,8,0,0,0
137,63,15,2,2,11,2,0,0,8,0,0,0
138,63,13,2,2,11,2,0,8,8,0,0,0
139,64,11,2,2,11,2,0,8,0,0,0,0
140,64,12,2,2,11,2,0,8,0,0,0,0
141,64,11,2,2,11,2,0,8,0,0,0,0
142,64,10,2,2,11,2,0,8,0,0,0,0
143,64,16,2,2,11,2,0,8,0,0,0,0
144,64,21,2,2,11,2,0,0,0,0,0,0
145,65,30,2,2,11,2,0,0,0,0,0,0
146,66,43,2,2,11,2,0,0,0,0,0,0
147,67,47,2,2,11,2,0,0,0,0,0,0
148,67,45,2,2,11,2,0,0,0,0,0,0
149,68,27,2,2,12,2,0,0,9,0,0,0
150,68,24,2,2,12,2,0,0,9,0,0,0
151,70,24,2,2,12,2,0,9,0,0,0,0
152,70,22,2,2,12,2,0,9,0,0,0,0
153,70,21,2,2,12,2,0,9,0,0,0,0
154,69,17,2,2,12,2,0,9,0,0,0,0
155,69,17,2,2,12,2,0,9,0,0,0,0
156,70,25,2,2,12,2,0,0,0,0,0,0
157,71,34,2,2,12,2,0,0,0,0,0,0
158,72,44,2,2,12,2,0,0,0,0,0,0
159,72,30,2,2,13,2,0,0,0,5,5,0
160,72,7,2,2,13,2,0,0,0,5,5,0
161,72,2,2,2,13,2,0,0,0,5,5,0
162,73,10,2,2,13,2,0,0,0,5,5,0
163,73,17,2,2,13,2,0,0,0,5,5,0
164,73,25,2,2,13,2,0,0,0,0,0,0
