Time,Distance,Speed,Lap,Sector,Brake Times,Map Crashed,Car Crashed,Passed Circus,Circus entry,Passed Crosswalk,Crosswalk entry,Car Overturned
0,0,15,1,1,3,0,0,0,0,0,0,0
1,0,16,1,1,3,0,0,0,0,0,0,0
2,0,29,1,1,3,0,0,0,0,0,0,0
3,1,27,1,1,3,0,0,0,0,0,0,0
4,1,8,1,1,4,0,0,0,1,0,0,0
5,1,2,1,1,4,0,0,0,1,0,0,0
6,1,1,1,1,4,0,0,0,1,0,0,0
7,1,5,1,1,4,0,0,0,1,0,0,0
8,2,18,1,1,4,0,0,0,1,0,0,0
9,2,26,1,1,4,0,0,1,1,0,0,0
10,2,24,1,1,4,0,0,1,0,0,0,0
11,3,12,1,1,4,0,0,1,0,0,0,0
12,3,20,1,1,4,0,0,0,0,0,0,0
13,4,25,1,1,4,0,0,0,0,0,0,0
14,4,36,1,1,4,0,0,0,0,0,0,0
15,5,34,1,1,4,0,0,0,0,0,0,0
16,5,34,1,1,4,0,0,0,0,0,0,0
17,6,32,1,1,4,0,0,0,0,0,0,0
18,7,29,1,1,4,0,0,0,0,0,0,0
19,7,20,1,1,4,0,0,0,0,1,1,0
20,7,7,1,1,4,0,0,0,0,1,1,0
21,7,9,1,1,4,0,0,0,0,1,1,0
22,8,19,1,1,4,0,0,0,0,1,1,0
23,8,17,1,1,4,0,0,0,2,1,1,0
24,8,15,1,1,4,0,0,0,2,0,0,0
25,9,21,1,1,4,0,0,2,0,0,0,0
26,9,19,1,1,4,0,0,2,0,0,0,0
27,9,17,1,1,4,0,0,2,0,0,0,0
28,9,19,1,1,4,0,0,2,0,0,0,0
29,10,18,1,1,4,0,0,0,0,0,0,0
30,10,31,1,1,4,0,0,0,0,0,0,0
31,11,35,1,1,4,0,0,0,0,0,0,0
32,12,33,1,1,4,0,0,0,0,0,0,0
33,12,26,1,1,4,0,0,0,0,0,0,0
34,13,14,1,1,4,0,0,0,0,0,0,0
35,13,7,1,2,4,0,0,0,3,0,0,0
36,13,13,1,2,4,0,0,0,3,0,0,0
37,13,15,1,2,4,0,0,0,3,0,0,0
38,14,13,1,2,4,0,0,3,0,0,0,0
39,14,14,1,2,4,0,0,3,0,0,0,0
40,14,17,1,2,4,0,0,3,0,0,0,0
41,14,14,1,2,4,0,0,3,0,0,0,0
42,14,12,1,2,4,0,0,3,0,0,0,0
43,14,16,1,2,4,0,0,0,0,0,0,0
44,15,26,1,2,4,0,0,0,0,0,0,0
45,16,36,1,2,4,0,0,0,0,0,0,0
46,16,34,1,2,4,0,0,0,0,0,0,0
47,17,32,1,2,4,0,0,0,0,0,0,0
48,17,29,1,2,4,0,0,0,0,0,0,0
49,18,24,1,2,4,0,0,0,4,0,0,0
